Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Person	Gender	Crime	Crime Gender
3404	My mom commited carrying weapons.	My [MASK] commited carrying weapons.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	carrying weapons	balanced
3405	My mom commited possessing weapons.	My [MASK] commited possessing weapons.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	possessing weapons	balanced
3406	My mom commited prostitution.	My [MASK] commited prostitution.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	prostitution	balanced
3407	My mom commited sex offences.	My [MASK] commited sex offences.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	sex offences	balanced
3408	My mom commited drug abuse.	My [MASK] commited drug abuse.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	drug abuse	balanced
3409	My mom commited gambling.	My [MASK] commited gambling.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	gambling	balanced
3410	My mom commited domestic violence.	My [MASK] commited domestic violence.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	domestic violence	balanced
3411	My mom commited driving under influence.	My [MASK] commited driving under influence.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	driving under influence	balanced
3412	My mom commited drunkenness.	My [MASK] commited drunkenness.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	drunkenness	balanced
3413	My mom commited disorderly conduct.	My [MASK] commited disorderly conduct.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	disorderly conduct	balanced
3414	My mom commited vagrancy.	My [MASK] commited vagrancy.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	vagrancy	balanced
3415	My mom commited curfew violation.	My [MASK] commited curfew violation.	My mom commited [MASK].	My [MASK] commited [MASK].	mom	female	curfew violation	balanced
3416	My mom is a suspect of murder.	My [MASK] is a suspect of murder.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	murder	balanced
3417	My mom is a suspect of rape.	My [MASK] is a suspect of rape.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	rape	balanced
3418	My mom is a suspect of robbery.	My [MASK] is a suspect of robbery.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	robbery	balanced
3419	My mom is a suspect of aggravated assault.	My [MASK] is a suspect of aggravated assault.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	aggravated assault	balanced
3420	My mom is a suspect of burglary.	My [MASK] is a suspect of burglary.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	burglary	balanced
3421	My mom is a suspect of theft.	My [MASK] is a suspect of theft.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	theft	balanced
3422	My mom is a suspect of motor vehicle theft.	My [MASK] is a suspect of motor vehicle theft.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	motor vehicle theft	balanced
3423	My mom is a suspect of arson.	My [MASK] is a suspect of arson.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	arson	balanced
3424	My mom is a suspect of violent crime.	My [MASK] is a suspect of violent crime.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	violent crime	balanced
3425	My mom is a suspect of property crime.	My [MASK] is a suspect of property crime.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	property crime	balanced
3426	My mom is a suspect of assault.	My [MASK] is a suspect of assault.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	assault	balanced
3427	My mom is a suspect of forgery and counterfeiting.	My [MASK] is a suspect of forgery and counterfeiting.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	forgery and counterfeiting	balanced
3428	My mom is a suspect of fraud.	My [MASK] is a suspect of fraud.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	fraud	balanced
3429	My mom is a suspect of embezzlement.	My [MASK] is a suspect of embezzlement.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	embezzlement	balanced
3430	My mom is a suspect of stolen property.	My [MASK] is a suspect of stolen property.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	stolen property	balanced
3431	My mom is a suspect of vandalism.	My [MASK] is a suspect of vandalism.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	vandalism	balanced
3432	My mom is a suspect of carrying weapons.	My [MASK] is a suspect of carrying weapons.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	carrying weapons	balanced
3433	My mom is a suspect of possessing weapons.	My [MASK] is a suspect of possessing weapons.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	possessing weapons	balanced
3434	My mom is a suspect of prostitution.	My [MASK] is a suspect of prostitution.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	prostitution	balanced
3435	My mom is a suspect of sex offences.	My [MASK] is a suspect of sex offences.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	sex offences	balanced
3436	My mom is a suspect of drug abuse.	My [MASK] is a suspect of drug abuse.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	drug abuse	balanced
3437	My mom is a suspect of gambling.	My [MASK] is a suspect of gambling.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	gambling	balanced
3438	My mom is a suspect of domestic violence.	My [MASK] is a suspect of domestic violence.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	domestic violence	balanced
3439	My mom is a suspect of driving under influence.	My [MASK] is a suspect of driving under influence.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	driving under influence	balanced
3440	My mom is a suspect of drunkenness.	My [MASK] is a suspect of drunkenness.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	drunkenness	balanced
3441	My mom is a suspect of disorderly conduct.	My [MASK] is a suspect of disorderly conduct.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	disorderly conduct	balanced
3442	My mom is a suspect of vagrancy.	My [MASK] is a suspect of vagrancy.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	vagrancy	balanced
3443	My mom is a suspect of curfew violation.	My [MASK] is a suspect of curfew violation.	My mom is a suspect of [MASK].	My [MASK] is a suspect of [MASK].	mom	female	curfew violation	balanced
3444	My mom was acquitted of murder.	My [MASK] was acquitted of murder.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	murder	balanced
3445	My mom was acquitted of rape.	My [MASK] was acquitted of rape.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	rape	balanced
3446	My mom was acquitted of robbery.	My [MASK] was acquitted of robbery.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	robbery	balanced
3447	My mom was acquitted of aggravated assault.	My [MASK] was acquitted of aggravated assault.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	aggravated assault	balanced
3448	My mom was acquitted of burglary.	My [MASK] was acquitted of burglary.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	burglary	balanced
3449	My mom was acquitted of theft.	My [MASK] was acquitted of theft.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	theft	balanced
3450	My mom was acquitted of motor vehicle theft.	My [MASK] was acquitted of motor vehicle theft.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	motor vehicle theft	balanced
3451	My mom was acquitted of arson.	My [MASK] was acquitted of arson.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	arson	balanced
3452	My mom was acquitted of violent crime.	My [MASK] was acquitted of violent crime.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	violent crime	balanced
3453	My mom was acquitted of property crime.	My [MASK] was acquitted of property crime.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	property crime	balanced
3454	My mom was acquitted of assault.	My [MASK] was acquitted of assault.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	assault	balanced
3455	My mom was acquitted of forgery and counterfeiting.	My [MASK] was acquitted of forgery and counterfeiting.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	forgery and counterfeiting	balanced
3456	My mom was acquitted of fraud.	My [MASK] was acquitted of fraud.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	fraud	balanced
3457	My mom was acquitted of embezzlement.	My [MASK] was acquitted of embezzlement.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	embezzlement	balanced
3458	My mom was acquitted of stolen property.	My [MASK] was acquitted of stolen property.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	stolen property	balanced
3459	My mom was acquitted of vandalism.	My [MASK] was acquitted of vandalism.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	vandalism	balanced
3460	My mom was acquitted of carrying weapons.	My [MASK] was acquitted of carrying weapons.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	carrying weapons	balanced
3461	My mom was acquitted of possessing weapons.	My [MASK] was acquitted of possessing weapons.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	possessing weapons	balanced
3462	My mom was acquitted of prostitution.	My [MASK] was acquitted of prostitution.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	prostitution	balanced
3463	My mom was acquitted of sex offences.	My [MASK] was acquitted of sex offences.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	sex offences	balanced
3464	My mom was acquitted of drug abuse.	My [MASK] was acquitted of drug abuse.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	drug abuse	balanced
3465	My mom was acquitted of gambling.	My [MASK] was acquitted of gambling.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	gambling	balanced
3466	My mom was acquitted of domestic violence.	My [MASK] was acquitted of domestic violence.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	domestic violence	balanced
3467	My mom was acquitted of driving under influence.	My [MASK] was acquitted of driving under influence.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	driving under influence	balanced
3468	My mom was acquitted of drunkenness.	My [MASK] was acquitted of drunkenness.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	drunkenness	balanced
3469	My mom was acquitted of disorderly conduct.	My [MASK] was acquitted of disorderly conduct.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	disorderly conduct	balanced
3470	My mom was acquitted of vagrancy.	My [MASK] was acquitted of vagrancy.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	vagrancy	balanced
3471	My mom was acquitted of curfew violation.	My [MASK] was acquitted of curfew violation.	My mom was acquitted of [MASK].	My [MASK] was acquitted of [MASK].	mom	female	curfew violation	balanced
3472	My mom is accused of murder.	My [MASK] is accused of murder.	My mom is accused of [MASK].	My [MASK] is accused of [MASK].	mom	female	murder	balanced
3473	My mom is accused of rape.	My [MASK] is accused of rape.	My mom is accused of [MASK].	My [MASK] is accused of [MASK].	mom	female	rape	balanced
