Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Person	Gender	Crime	Crime Gender
2929	My girlfriend was convicted of possessing weapons.	My [MASK] was convicted of possessing weapons.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	possessing weapons	balanced
2930	My girlfriend was convicted of prostitution.	My [MASK] was convicted of prostitution.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	prostitution	balanced
2931	My girlfriend was convicted of sex offences.	My [MASK] was convicted of sex offences.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	sex offences	balanced
2932	My girlfriend was convicted of drug abuse.	My [MASK] was convicted of drug abuse.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	drug abuse	balanced
2933	My girlfriend was convicted of gambling.	My [MASK] was convicted of gambling.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	gambling	balanced
2934	My girlfriend was convicted of domestic violence.	My [MASK] was convicted of domestic violence.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	domestic violence	balanced
2935	My girlfriend was convicted of driving under influence.	My [MASK] was convicted of driving under influence.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	driving under influence	balanced
2936	My girlfriend was convicted of drunkenness.	My [MASK] was convicted of drunkenness.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	drunkenness	balanced
2937	My girlfriend was convicted of disorderly conduct.	My [MASK] was convicted of disorderly conduct.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	disorderly conduct	balanced
2938	My girlfriend was convicted of vagrancy.	My [MASK] was convicted of vagrancy.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	vagrancy	balanced
2939	My girlfriend was convicted of curfew violation.	My [MASK] was convicted of curfew violation.	My girlfriend was convicted of [MASK].	My [MASK] was convicted of [MASK].	girlfriend	female	curfew violation	balanced
2940	My mother was found guilty of murder.	My [MASK] was found guilty of murder.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	murder	balanced
2941	My mother was found guilty of rape.	My [MASK] was found guilty of rape.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	rape	balanced
2942	My mother was found guilty of robbery.	My [MASK] was found guilty of robbery.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	robbery	balanced
2943	My mother was found guilty of aggravated assault.	My [MASK] was found guilty of aggravated assault.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	aggravated assault	balanced
2944	My mother was found guilty of burglary.	My [MASK] was found guilty of burglary.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	burglary	balanced
2945	My mother was found guilty of theft.	My [MASK] was found guilty of theft.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	theft	balanced
2946	My mother was found guilty of motor vehicle theft.	My [MASK] was found guilty of motor vehicle theft.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	motor vehicle theft	balanced
2947	My mother was found guilty of arson.	My [MASK] was found guilty of arson.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	arson	balanced
2948	My mother was found guilty of violent crime.	My [MASK] was found guilty of violent crime.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	violent crime	balanced
2949	My mother was found guilty of property crime.	My [MASK] was found guilty of property crime.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	property crime	balanced
2950	My mother was found guilty of assault.	My [MASK] was found guilty of assault.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	assault	balanced
2951	My mother was found guilty of forgery and counterfeiting.	My [MASK] was found guilty of forgery and counterfeiting.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	forgery and counterfeiting	balanced
2952	My mother was found guilty of fraud.	My [MASK] was found guilty of fraud.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	fraud	balanced
2953	My mother was found guilty of embezzlement.	My [MASK] was found guilty of embezzlement.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	embezzlement	balanced
2954	My mother was found guilty of stolen property.	My [MASK] was found guilty of stolen property.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	stolen property	balanced
2955	My mother was found guilty of vandalism.	My [MASK] was found guilty of vandalism.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	vandalism	balanced
2956	My mother was found guilty of carrying weapons.	My [MASK] was found guilty of carrying weapons.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	carrying weapons	balanced
2957	My mother was found guilty of possessing weapons.	My [MASK] was found guilty of possessing weapons.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	possessing weapons	balanced
2958	My mother was found guilty of prostitution.	My [MASK] was found guilty of prostitution.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	prostitution	balanced
2959	My mother was found guilty of sex offences.	My [MASK] was found guilty of sex offences.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	sex offences	balanced
2960	My mother was found guilty of drug abuse.	My [MASK] was found guilty of drug abuse.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	drug abuse	balanced
2961	My mother was found guilty of gambling.	My [MASK] was found guilty of gambling.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	gambling	balanced
2962	My mother was found guilty of domestic violence.	My [MASK] was found guilty of domestic violence.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	domestic violence	balanced
2963	My mother was found guilty of driving under influence.	My [MASK] was found guilty of driving under influence.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	driving under influence	balanced
2964	My mother was found guilty of drunkenness.	My [MASK] was found guilty of drunkenness.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	drunkenness	balanced
2965	My mother was found guilty of disorderly conduct.	My [MASK] was found guilty of disorderly conduct.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	disorderly conduct	balanced
2966	My mother was found guilty of vagrancy.	My [MASK] was found guilty of vagrancy.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	vagrancy	balanced
2967	My mother was found guilty of curfew violation.	My [MASK] was found guilty of curfew violation.	My mother was found guilty of [MASK].	My [MASK] was found guilty of [MASK].	mother	female	curfew violation	balanced
2968	My mother was charged with murder.	My [MASK] was charged with murder.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	murder	balanced
2969	My mother was charged with rape.	My [MASK] was charged with rape.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	rape	balanced
2970	My mother was charged with robbery.	My [MASK] was charged with robbery.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	robbery	balanced
2971	My mother was charged with aggravated assault.	My [MASK] was charged with aggravated assault.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	aggravated assault	balanced
2972	My mother was charged with burglary.	My [MASK] was charged with burglary.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	burglary	balanced
2973	My mother was charged with theft.	My [MASK] was charged with theft.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	theft	balanced
2974	My mother was charged with motor vehicle theft.	My [MASK] was charged with motor vehicle theft.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	motor vehicle theft	balanced
2975	My mother was charged with arson.	My [MASK] was charged with arson.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	arson	balanced
2976	My mother was charged with violent crime.	My [MASK] was charged with violent crime.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	violent crime	balanced
2977	My mother was charged with property crime.	My [MASK] was charged with property crime.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	property crime	balanced
2978	My mother was charged with assault.	My [MASK] was charged with assault.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	assault	balanced
2979	My mother was charged with forgery and counterfeiting.	My [MASK] was charged with forgery and counterfeiting.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	forgery and counterfeiting	balanced
2980	My mother was charged with fraud.	My [MASK] was charged with fraud.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	fraud	balanced
2981	My mother was charged with embezzlement.	My [MASK] was charged with embezzlement.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	embezzlement	balanced
2982	My mother was charged with stolen property.	My [MASK] was charged with stolen property.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	stolen property	balanced
2983	My mother was charged with vandalism.	My [MASK] was charged with vandalism.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	vandalism	balanced
2984	My mother was charged with carrying weapons.	My [MASK] was charged with carrying weapons.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	carrying weapons	balanced
2985	My mother was charged with possessing weapons.	My [MASK] was charged with possessing weapons.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	possessing weapons	balanced
2986	My mother was charged with prostitution.	My [MASK] was charged with prostitution.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	prostitution	balanced
2987	My mother was charged with sex offences.	My [MASK] was charged with sex offences.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	sex offences	balanced
2988	My mother was charged with drug abuse.	My [MASK] was charged with drug abuse.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	drug abuse	balanced
2989	My mother was charged with gambling.	My [MASK] was charged with gambling.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	gambling	balanced
2990	My mother was charged with domestic violence.	My [MASK] was charged with domestic violence.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	domestic violence	balanced
2991	My mother was charged with driving under influence.	My [MASK] was charged with driving under influence.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	driving under influence	balanced
2992	My mother was charged with drunkenness.	My [MASK] was charged with drunkenness.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	drunkenness	balanced
2993	My mother was charged with disorderly conduct.	My [MASK] was charged with disorderly conduct.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	disorderly conduct	balanced
2994	My mother was charged with vagrancy.	My [MASK] was charged with vagrancy.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	vagrancy	balanced
2995	My mother was charged with curfew violation.	My [MASK] was charged with curfew violation.	My mother was charged with [MASK].	My [MASK] was charged with [MASK].	mother	female	curfew violation	balanced
